"species","tiles","area"
"Clinopodium acinos",1904,3394421645331.2
"Clinopodium alpinum",424,984886381187.835
"Clinopodium alpinum subsp. alpinum",74,134498575145.876
"Clinopodium alpinum subsp. hungaricum",1,2721173429.92556
"Clinopodium grandiflorum",209,424468475824.611
"Clinopodium menthifolium",658,1382399106289.06
"Clinopodium menthifolium subsp. ascendens",65,126308805301.751
"Clinopodium nepeta",847,1759282933055.6
"Clinopodium nepeta subsp. spruneri",33,61553304814.9612
"Clinopodium serpyllifolium",41,101725692287.7
"Clinopodium serpyllifolium subsp. fruticosum",12,29967785080.4213
"Clinopodium vulgare",2640,4786505863063.51
"Clivia miniata",8,13119697479.3827
"Clypeola jonthlaspi",214,527141547776.193
"Cnidium silaifolium",5,10041660556.5685
"Cobaea scandens",7,17755808475.0278
"Coccoloba uvifera",1,347790615.365606
"Cochlearia anglica",238,275799516208.221
"Cochlearia danica",724,1020876029796.85
"Cochlearia groenlandica",207,57481472588.4984
"Cochlearia officinalis",744,684758266574.292
"Cochlearia polonica",1,2480489135.0864
"Cochlearia pyrenaica",107,203717418571.086
"Cocos nucifera",17,18627324302.0332
"Codiaeum variegatum",1,2467863264.27235
"Coffea arabica",5,11989598826.5897
"Coincya longirostra",9,31175396565.2555
"Coincya monensis",472,1017929440891.91
"Coincya monensis subsp. cheiranthos",472,1017929440891.91
"Coincya monensis subsp. orophila",472,1017929440891.91
"Coincya richeri",21,35300089849.5429
"Coincya tournefortii",3,2213275811.80538
"Coincya wrightii",3,1408916726.15662
"Coix lacryma-jobi",44,100539592648.872
"Colchicum arenarium",15,28783281496.7792
"Colchicum autumnale",1268,2496186997127.7
"Colchicum bivonae",42,82527009165.2623
"Colchicum boissieri",3,8569668482.83805
"Colchicum bulbocodium",164,340365874726.518
"Colchicum hungaricum",16,29527967232.2845
"Colchicum longifolium",70,156452487840.188
"Colchicum neapolitanum",35,83216820152.6913
"Colchicum speciosum",57,85643753154.9291
"Colchicum triphyllum",45,125527268105.54
"Colchicum turcicum",1,562637433.197676
"Coleanthus subtilis",36,72730028672.7372
"Coleostephus myconis",260,557193739060.219
"Coleostephus paludosus",4,12607155841.363
"Coleus forsteri",1,3232170061.75939
"Coleus scutellarioides",34,68987149605.0144
"Colobanthus subulatus",42,55113854685.7536
"Colocasia esculenta",73,143341698899.189
"Colutea arborescens",985,2066470916442.37
"Colutea arborescens subsp. hispanica",27,83690883785.7298
"Colutea atlantica",52,149386308352.969
"Colutea orientalis",43,76218755978.2316
"Comarum palustre",3346,4223139396922.61
"Comastoma nanum",18,25645405094.736
"Comastoma tenellum",321,323941572235.759
"Conioselinum tataricum",249,290981110165.643
"Conium maculatum",2093,3874378613826.47
"Conopodium majus",707,1324415976552.28
"Conopodium pyrenaeum",107,285272473800.887
"Conringia orientalis",554,1156442565507.21
"Convallaria majalis",3344,5410482165576.93
"Convolvulus althaeoides",328,645735877585.272
"Convolvulus althaeoides subsp. tenuissimus",328,645735877585.272
"Convolvulus arvensis",3497,6212816766259.52
"Convolvulus betonicifolius",27,55397714738.543
"Convolvulus boissieri",13,42650814672.773
"Convolvulus canariensis",1,664264500.66413
"Convolvulus cantabrica",405,882586501528.757
"Convolvulus dorycnium",8,10481786790.796
"Convolvulus floridus",2,6251097572.94091
"Convolvulus lanuginosus",83,211407451564.658
"Convolvulus lineatus",262,633918828949.203
"Convolvulus meonanthus",39,120326340965.991
"Convolvulus pentapetaloides",9,17462961757.2198
"Convolvulus scammonia",4,5059795282.92894
"Convolvulus siculus",101,201420522283.02
"Convolvulus stachydifolius",1,2294853164.22695
"Convolvulus tricolor",721,1478855019062.27
"Coprosma repens",44,71571885667.5739
"Coptis aspleniifolia",1,3572224493.49669
"Corchorus olitorius",6,10646576734.93
"Cordia myxa",1,2480445377.10393
"Cordyline australis",140,212737683394.592
"Cordyline fruticosa",2,4540100197.76063
"Cordyline stricta",1,3572224493.49669
"Corema album",43,74707476229.7704
"Coreopsis grandiflora",360,754624990808.857
"Coreopsis lanceolata",399,823562898554.098
"Coreopsis tinctoria",848,1614691585084.04
"Coriandrum sativum",1237,2401248422189.12
"Coriaria myrtifolia",158,413369443069.078
"Coris monspeliensis",178,460838866798.344
"Corispermum hyssopifolium",131,238273591872.414
"Corispermum intermedium",52,67656861483.1991
"Corispermum nitidum",29,56939966281.8267
"Cormus domestica",607,1357034301884.33
"Cornus alba",1066,1701044663865.76
"Cornus capitata",12,25293749064.4736
"Cornus florida",23,40229684331.9049
"Cornus kousa",75,137858657581.873
"Cornus mas",1338,2665485013426.38
"Cornus nuttallii",2,4686419164.48404
"Cornus sanguinea",2116,4092983023627.55
"Cornus sanguinea subsp. australis",2116,4092983023627.55
"Cornus sericea",1020,1592688417431.08
"Coronilla coronata",205,431593643421.322
"Coronilla cretica",34,57364723922.3717
"Coronilla dura",87,244751367132.842
"Coronilla elegans",14,21331249416.5708
"Coronilla juncea",138,386519902327.377
"Coronilla minima",329,859786429306.021
"Coronilla repanda",66,157513236655.963
"Coronilla rostrata",5,7392171596.1413
"Coronilla scorpioides",429,1026205954082.96
"Coronilla securidaca",84,166189350605.278
"Coronilla vaginalis",163,332603778638.368
"Coronilla valentina",312,758928125553.345
"Coronilla valentina subsp. glauca",312,758928125553.345
"Coronilla valentina subsp. pentaphylla",2,2299072507.72223
"Coronilla varia",1942,3757146385132.76
"Coronilla viminalis",2,6036601427.88161
"Corrigiola litoralis",541,1157548826994.47
"Corydalis capnoides",39,57629047924.663
"Corydalis cava",1197,2309624639737.76
"Corydalis cava subsp. marschalliana",146,281437642029.391
"Corydalis intermedia",838,1204596580256.04
"Corydalis nobilis",192,223969181861.914
"Corydalis ochotensis",5,8224551344.36262
"Corydalis pumila",172,224580973940.352
"Corydalis solida",2143,3758357003636.37
"Corydalis × hausmannii",17,29803056161.4107
"Corylus americana",2,2928225143.45422
"Corylus avellana",3134,5516289639418.3
"Corylus colurna",385,708884722125.262
"Corylus cornuta",2,2872021377.23909
"Corylus cornuta subsp. californica",2,2872021377.23909
"Corylus heterophylla",3,4834445442.69143
"Corylus maxima",407,716272243857.219
"Corymbia citriodora",5,16242411221.5632
"Corynephorus canescens",955,1795330368675.09
"Corynephorus divaricatus",118,293335165489.701
"Cosentinia vellea",101,232098125570.542
"Cosmos atrosanguineus",6,12524904142.2398
"Cosmos bipinnatus",1834,3446372740978.27
"Cosmos sulphureus",212,394005669979
"Cota altissima",107,263037226148.557
"Cota austriaca",232,411620436366.949
"Cota tinctoria",2405,4074307174557
"Cota triumfetti",83,207884029723.109
"Cotinus coggygria",1332,2704107264655.02
"Cotoneaster acutifolius",736,1007855301706.47
"Cotoneaster affinis",7,11503696109.9607
"Cotoneaster bullatus",659,971671047179.161
"Cotoneaster coriaceus",364,864783470722.536
"Cotoneaster dammeri",585,1009500119842.86
"Cotoneaster divaricatus",608,947424583102.306
"Cotoneaster franchetii",641,1304090792344.48
"Cotoneaster frigidus",100,179419027077.863
"Cotoneaster glaucophyllus",5,6098806846.86453
"Cotoneaster granatensis",31,82124420665.6826
"Cotoneaster horizontalis",1143,2037800664643.78
"Cotoneaster integerrimus",861,1401209508363.37
"Cotoneaster laxiflorus",50,61632348177.7137
"Cotoneaster microphyllus",125,239177059491.841
"Cotoneaster multiflorus",181,314778125503.078
"Cotoneaster nebrodensis",60,117085999537.449
"Cotoneaster niger",232,316498463859.682
"Cotoneaster nummularius",2,3964150155.3081
"Cotoneaster racemiflorus",2,5102594713.55957
"Cotoneaster salicifolius",652,1312490880781.12
"Cotoneaster simonsii",249,359363738156.537
"Cotoneaster sternianus",110,176723854079.951
"Cotoneaster tomentosus",239,488256497718.054
"Cotula australis",153,278115296008.1
"Cotula coronopifolia",330,530525234986.182
"Cotula nigellifolia",1,3572224493.49669
"Cotula turbinata",1,2083798057.88215
"Cotyledon orbiculata",57,104322830196.633
"Cousinia microcarpa",1,1905404959.87775
"Crambe cordifolia",35,57674626357.9406
"Crambe gigantea",808,1245431847937.04
"Crambe hispanica subsp. abyssinica",13,20101159313.5599
"Crambe koktebelica",8,10152193629.5748
"Crambe maritima",603,791432807742.378
"Crambe steveniana",3,4936779223.1165
"Crambe strigosa",1,3628467455.06816
"Crambe tataria",106,213222080640.861
"Crassula arborescens",2,6804394555.25608
"Crassula coccinea",1,3572224493.49669
"Crassula ovata",43,76208921431.8178
"Crataegus azarolus",467,1112110676881.14
"Crataegus chlorocarpa",15,23986957438.8938
"Crataegus chrysocarpa",9,15383111321.6475
"Crataegus coccinea",101,174100540085.371
"Crataegus coccinea var. coccinea",6,7588946578.91482
"Crataegus coccinioides",4,9463381337.02938
"Crataegus crus-galli",158,319580024349.601
"Crataegus dahurica",2,3730919103.61385
"Crataegus douglasii",16,23489072546.7093
"Crataegus germanica",833,1668751422741.73
"Crataegus heldreichii",3,7727645965.58479
"Crataegus intricata",4,5578427198.27447
"Crataegus laciniata",32,88813142512.5229
"Crataegus laevigata",1439,2672015633522.78
"Crataegus maximowiczii",19,33290069622.7964
"Crataegus meyeri",22,37769944139.3642
"Crataegus microphylla",6,9089952345.76501
"Crataegus mollis",213,390679772770.625
"Crataegus monogyna",2201,4051436693631.11
"Crataegus nigra",16,31382764505.3427
"Crataegus orientalis",24,36156135727.7674
"Crataegus pallasii",4,6446456431.70193
"Crataegus pentagyna",19,36856243546.2959
"Crataegus pinnatifida",1,1433438830.88208
"Crataegus punctata",9,18992335435.7993
"Crataegus rhipidophylla",605,951901407623.671
"Crataegus sanguinea",240,391175234850.651
"Crataegus submollis",109,190668392539.043
"Crataegus succulenta",7,14841791259.2983
"Crataegus tanacetifolia",4,10381059802.0357
"Crataegus × macrocarpa",291,517972864347.086
"Crataegus × media",341,632911304167.33
"Crepis albida",174,460762413641.711
"Crepis albida subsp. asturica",18,52959661263.934
"Crepis albida subsp. scorzoneroides",26,81749758835.2369
"Crepis alpestris",70,132482313694.183
"Crepis alpina",15,41471177523.0285
"Crepis aspera",1,3572224493.49669
"Crepis aurea",121,213465692850.837
"Crepis bellidifolia",18,22248326557.8363
"Crepis biennis",1244,2249855844711.99
"Crepis bursifolia",251,580319021804.166
"Crepis capillaris",1425,2594480628122.63
"Crepis conyzifolia",66,106008576889.443
"Crepis dioscoridis",10,17417195744.0082
"Crepis foetida",903,1974933677618.06
"Crepis foetida subsp. foetida",903,1974933677618.06
"Crepis foetida subsp. rhoeadifolia",903,1974933677618.06
"Crepis fraasii",3,5774885246.64641
"Crepis froelichiana",18,32056280475.4871
"Crepis froelichiana subsp. dinarica",13,20361355433.3636
"Crepis jacquinii",56,93285756252.8619
"Crepis jacquinii subsp. kerneri",33,54423803753.8219
"Crepis lacera",4,12485660212.1206
"Crepis lampsanoides",94,230706578300.335
"Crepis leontodontoides",43,75359645675.4879
"Crepis micrantha",36,73690393599.5283
"Crepis mollis",380,735591088896.325
"Crepis mollis subsp. succisifolia",380,735591088896.325
"Crepis neglecta",36,80999125247.8587
"Crepis nicaeensis",57,106685141384.503
"Crepis palaestina",1,3572224493.49669
"Crepis paludosa",2207,3010834462773.72
"Crepis pannonica",60,107393547131.154
"Crepis pontana",79,138438609648.574
"Crepis praemorsa",342,537253891097.006
"Crepis pulchra",475,1115613146147.62
"Crepis pygmaea",69,148461931671.605
"Crepis pyrenaica",162,305567566405.206
"Crepis rubra",187,363374772516.488
"Crepis sancta",578,1262094825764.86
"Crepis sancta subsp. nemausensis",187,464313786743.43
"Crepis setosa",713,1463010493122.94
"Crepis sibirica",280,425700611285.953
"Crepis tectorum",1923,2761625041652.58
"Crepis triasii",7,4304351510.07496
"Crepis vesicaria",1092,2262308929225.55
"Crepis vesicaria subsp. taraxacifolia",1092,2262308929225.55
"Crepis zacintha",46,77078495966.8853
"Cressa cretica",94,194103724368.207
"Crithmum maritimum",579,869442498437.594
"Crithopsis delileana",4,10966878166.4556
"Crocus angustifolius",18,24923274964.6013
"Crocus biflorus",138,280400747311.575
"Crocus nudiflorus",240,536959468484.313
"Crocus pallasii",35,61765013927.0424
"Crocus reticulatus",94,224917204823.712
"Crocus sativus",201,479404083420.762
"Crocus veluchensis",34,65570388106.1164
"Crocus vernus",903,1540658120887.31
"Crocus versicolor",92,207502945031.319
"Crotalaria juncea",5,10958660776.7887
"Crucianella angustifolia",305,788163539371.527
"Crucianella latifolia",74,157868129236.835
"Crucianella maritima",129,197300859738.613
"Cruciata glabra",742,1553347801526.49
"Cruciata laevipes",1309,2658821545156.83
"Cruciata pedemontana",190,412151061820.817
"Cruciata taurica",10,17292408651.8376
"Crupina crupinastrum",162,390054351993.037
"Crupina vulgaris",338,849773616306.958
"Cryptomeria japonica",284,486545423655.855
"Cucumis melo",436,810464882143.696
"Cucumis metuliferus",1,836515420.259922
"Cucumis myriocarpus",56,148465342691.863
"Cucumis prophetarum",2,6147314008.12831
"Cucumis sativus",423,705828149049.676
"Cucurbita ficifolia",71,146667528094.772
"Cucurbita maxima",329,594308182425.181
"Cucurbita moschata",173,326256364571.281
"Cucurbita pepo",887,1633006033617.48
"Cuminum cyminum",11,29424556776.1907
"Cunninghamia lanceolata",16,36141891846.136
"Cupressus sempervirens",726,1588547044892.4
"Curio citriformis",1,3572224493.49669
"Cuscuta australis",161,376760635581.239
"Cuscuta campestris",1146,2348880439298.85
"Cuscuta epilinum",338,632399892895.506
"Cuscuta epithymum",1280,2478128902241.7
"Cuscuta europaea",1302,2260805246607.76
"Cuscuta lupuliformis",221,395804296787.242
"Cuscuta palaestina",8,9383110194.44409
"Cutandia maritima",90,125293833130.765
"Cycas revoluta",31,58483555623.8883
"Cyclamen graecum",43,65292621777.8604
"Cyclamen hederifolium",796,1537588473177.04
"Cyclamen persicum",54,88737368622.7122
"Cyclamen purpurascens",315,668099942438.819
"Cydonia oblonga",1625,3281476591060.65
"Cymbalaria muralis",1785,3235626387867.82
"Cymbopogon citratus",1,1419737349.94879
"Cynanchica aristata",255,629916658495.289
"Cynanchica aristata subsp. scabra",47,134652509385.621
"Cynanchica lutea",1,2273118161.15416
"Cynanchica neilreichii",16,30294443900.0238
"Cynanchica pyrenaica subsp. cynanchica",35,86450846792.1857
"Cynanchum acutum",352,712032181527.44
"Cynara baetica",18,55458077785.9202
"Cynara cardunculus",581,1228111267779.86
"Cynara cardunculus subsp. cardunculus",581,1228111267779.86
"Cynara cardunculus subsp. flavescens",28,74526856474.627
"Cynara humilis",87,235297746916.281
"Cynara tournefortii",23,76262680497.8338
"Cynodon dactylon",1112,2302835792865.4
"Cynoglossum amabile",194,298098256459.708
"Cynoglossum cheirifolium",5257,7973844391041.17
"Cynoglossum clandestinum",42,118754653725.004
"Cynoglossum creticum",539,1217909117018.11
"Cynoglossum dioscoridis",82,221445529139.979
"Cynoglossum germanicum",164,357903056150.083
"Cynoglossum magellense",14,39113035993.152
"Cynoglossum montanum",67,141175626665.42
"Cynoglossum officinale",2040,3759124213181.19
"Cynoglottis barrelieri",69,147326270852.319
"Cynosurus cristatus",1647,2793449030944.84
"Cynosurus echinatus",624,1364634274007.3
"Cynosurus elegans",112,336806222717.518
"Cyperus alternifolius subsp. flabelliformis",165,312013625756.476
"Cyperus capitatus",135,219434145826.069
"Cyperus difformis",107,246693603621
"Cyperus eragrostis",639,1320602865537.87
"Cyperus esculentus",367,741388667301.031
"Cyperus flavescens",544,1171120755303.67
"Cyperus laevigatus",50,110583842186.204
"Cyperus longus",664,1425896693410.88
"Cyperus papyrus",59,135287600522.72
"Cyperus polystachyos",3,8713136790.36578
"Cyperus rotundus",258,583637534287.389
"Cyperus serotinus",66,147907569486.205
"Cypripedium calceolus",1187,1814647326695.58
"Cypripedium guttatum",88,129518567079.673
"Cyrtomium falcatum",124,220270231845.822
"Cystopteris alpina",237,309149642351.877
"Cystopteris fragilis",2746,3833825863120.06
"Cystopteris montana",576,640190700476.582
"Cytinus hypocistis",343,790969827330.328
"Cytisophyllum sessilifolium",171,428159871433.126
"Cytisus aeolicus",1,104879905.771431
"Cytisus arboreus",51,116676662254.712
"Cytisus balansae",7,20582479205.0513
"Cytisus cantabricus",26,71822025657.5008
"Cytisus commutatus",20,41898382728.886
"Cytisus decumbens",98,237223154257.908
"Cytisus fontanesii",42,136457586245.635
"Cytisus grandiflorus",73,190859511977.987
"Cytisus malacitanus",9,18560894074.4804
"Cytisus multiflorus",270,602193977294.115
"Cytisus nigricans",371,703529915971.284
"Cytisus oromediterraneus",131,353716245286.415
"Cytisus procumbens",13,24346575875.9105
"Cytisus scoparius",1697,3097570744296.31
"Cytisus striatus",329,767452989856.69
"Cytisus villosus",171,382084157553.792
"Daboecia cantabrica",200,421891055468.652
"Dactylis glomerata",3803,6115979887311.17
"Dactylis glomerata subsp. hispanica",3803,6115979887311.17
"Dactylis glomerata subsp. juncinella",3803,6115979887311.17
"Dactylis glomerata subsp. lobata",3803,6115979887311.17
"Dactylorhiza incarnata",2614,3930613580030.79
"Dactylorhiza maculata",3416,4746552662321.78
"Dactylorhiza maculata subsp. fuchsii",3416,4746552662321.78
"Dactylorhiza majalis",2309,3426959457696.56
"Dactylorhiza majalis subsp. lapponica",360,352460835721.774
